Namespace(batch_size=1, ckpt='pretrained/CelebAMask-HQ-512x512.pt', imgdir='images', lambda_lpips=1.0, lambda_mean=0.1, lambda_mse=0.5, lr=0.1, lr_g=0.0001, no_noises=True, noise_regularize=10, outdir='results/inversion', save_steps=True, size=512, step=10000, truncation=1, w_plus=True)
Loading model ...
n_latent: 28, n_latent_expand: 130
model: CelebAMask-HQ-512x512, image: AN
11.110982, 0.593997, 1.031032, 0.000000
10.166896, 0.156779, 0.015199, 0.010481
10.112797, 0.103623, 0.009174, 0.031181
10.093445, 0.084399, 0.005658, 0.047487
10.086194, 0.076400, 0.005029, 0.058111
10.078763, 0.068924, 0.003724, 0.065077
10.076616, 0.065232, 0.004523, 0.076547
10.072227, 0.061179, 0.003795, 0.076831
10.078873, 0.066499, 0.003613, 0.090980
10.067745, 0.056419, 0.003279, 0.082183
10.067258, 0.055524, 0.003421, 0.085552
10.063171, 0.050844, 0.004564, 0.085771
10.060898, 0.049250, 0.003055, 0.086507
10.059363, 0.048133, 0.002489, 0.085177
10.060089, 0.048563, 0.002960, 0.085770
10.070540, 0.054919, 0.010686, 0.088105
10.062870, 0.051234, 0.002162, 0.090865
10.058126, 0.046017, 0.002340, 0.094704
10.055789, 0.044123, 0.002164, 0.091149
10.059918, 0.047174, 0.003940, 0.093049
10.060434, 0.048041, 0.003090, 0.093798
10.054647, 0.042412, 0.002301, 0.096157
10.059681, 0.045862, 0.003691, 0.105045
10.053603, 0.041505, 0.002266, 0.094970
10.056675, 0.044399, 0.002609, 0.095023
10.064641, 0.051918, 0.002042, 0.102328
10.058582, 0.045807, 0.002308, 0.101526
10.056827, 0.044509, 0.002782, 0.094580
10.054695, 0.042317, 0.003205, 0.093070
10.060332, 0.047473, 0.002329, 0.102258
10.053666, 0.041581, 0.001929, 0.096523
10.057030, 0.042700, 0.001861, 0.119304
10.059794, 0.046227, 0.005020, 0.095887
10.061873, 0.049906, 0.001716, 0.096406
10.053624, 0.041232, 0.002627, 0.096099
10.052955, 0.040901, 0.002176, 0.094965
10.053814, 0.041558, 0.002016, 0.097787
10.110213, 0.094520, 0.002433, 0.130087
10.068492, 0.047856, 0.001970, 0.181818
10.061005, 0.044425, 0.002174, 0.140238
10.058297, 0.043834, 0.002022, 0.119838
10.058388, 0.043945, 0.001750, 0.120994
10.056737, 0.043381, 0.001877, 0.109483
10.059386, 0.045603, 0.003640, 0.104952
10.054007, 0.041341, 0.001786, 0.103044
10.065780, 0.051807, 0.004114, 0.104463
10.057137, 0.044355, 0.002496, 0.100651
10.055428, 0.043138, 0.002076, 0.097824
10.053718, 0.041620, 0.001426, 0.099175
10.055261, 0.042568, 0.002283, 0.100825
10.059740, 0.047280, 0.002196, 0.098926
10.059965, 0.047541, 0.002388, 0.097613
10.054970, 0.042598, 0.002000, 0.099035
10.054832, 0.042178, 0.002573, 0.098997
10.053325, 0.041268, 0.001773, 0.097018
10.054317, 0.041627, 0.002968, 0.097384
10.056843, 0.044316, 0.002726, 0.096954
10.050579, 0.038346, 0.001542, 0.099934
10.051842, 0.039361, 0.002360, 0.098328
10.055918, 0.043409, 0.002216, 0.099311
10.054017, 0.041865, 0.001495, 0.099356
10.052142, 0.039734, 0.001813, 0.100322
10.050879, 0.038315, 0.002254, 0.099682
10.054688, 0.042033, 0.002094, 0.101394
10.061476, 0.048030, 0.003595, 0.101797
10.049744, 0.037514, 0.001576, 0.099739
10.052089, 0.039580, 0.002000, 0.100393
10.051301, 0.038615, 0.002489, 0.099724
10.055153, 0.042111, 0.003151, 0.099984
10.048676, 0.036548, 0.001302, 0.100098
10.050467, 0.038059, 0.001639, 0.101200
10.053601, 0.041218, 0.001836, 0.099962
10.052413, 0.039619, 0.002961, 0.098435
10.054221, 0.041704, 0.002204, 0.099462
10.051604, 0.039326, 0.001858, 0.098805
10.055962, 0.042999, 0.002867, 0.100608
10.049821, 0.037781, 0.001371, 0.098853
10.056586, 0.043736, 0.002546, 0.101077
10.051090, 0.038721, 0.002027, 0.098872
10.053032, 0.040347, 0.002652, 0.098896
10.048939, 0.036879, 0.001231, 0.099766
10.053315, 0.041221, 0.001720, 0.097642
10.050413, 0.038270, 0.001463, 0.099432
10.047169, 0.035254, 0.001337, 0.097781
10.050941, 0.038911, 0.001534, 0.097943
10.048006, 0.036000, 0.001100, 0.099873
10.048281, 0.036361, 0.001228, 0.098369
10.049399, 0.037166, 0.001583, 0.099726
10.048660, 0.036547, 0.001521, 0.098845
10.050013, 0.037911, 0.001526, 0.098708
10.051684, 0.039391, 0.001839, 0.099055
10.049520, 0.037382, 0.001662, 0.098378
10.048634, 0.036451, 0.001221, 0.101039
10.049018, 0.036886, 0.001405, 0.099615
10.050380, 0.038373, 0.001314, 0.098813
10.050895, 0.038198, 0.002919, 0.097681
10.051605, 0.036025, 0.001217, 0.135031
10.050339, 0.038255, 0.001599, 0.098138
10.062917, 0.039719, 0.002278, 0.205884
10.049576, 0.036677, 0.001548, 0.106567
10.052239, 0.039782, 0.002119, 0.099293
10.048650, 0.036392, 0.002063, 0.097582
10.054124, 0.041641, 0.002361, 0.098337
10.056299, 0.043550, 0.003002, 0.097802
10.045932, 0.034127, 0.001277, 0.096983
10.051215, 0.038565, 0.001648, 0.103565
10.046823, 0.034851, 0.001158, 0.099240
10.054691, 0.041601, 0.002643, 0.102995
10.047289, 0.035195, 0.001156, 0.100466
10.046357, 0.034413, 0.001170, 0.098903
10.054258, 0.041838, 0.001879, 0.100118
10.046091, 0.033840, 0.001580, 0.099926
10.050160, 0.037843, 0.001862, 0.099183
10.049070, 0.037008, 0.001311, 0.099386
10.056038, 0.037985, 0.001107, 0.160299
10.050993, 0.038006, 0.001318, 0.108590
10.050543, 0.037258, 0.001954, 0.108395
10.045753, 0.033809, 0.000957, 0.099969
10.052713, 0.040005, 0.002477, 0.100004
10.047140, 0.035026, 0.001377, 0.099573
10.049783, 0.037285, 0.002165, 0.099465
10.046753, 0.034589, 0.001270, 0.100605
10.052309, 0.039837, 0.002026, 0.099904
10.048369, 0.035641, 0.001593, 0.104642
10.051178, 0.038373, 0.002579, 0.100466
10.046709, 0.034360, 0.001587, 0.100859
10.049251, 0.036805, 0.001808, 0.100731
10.046125, 0.033950, 0.000989, 0.102110
10.048030, 0.035330, 0.002446, 0.100091
10.048567, 0.036218, 0.001869, 0.099447
10.051950, 0.038764, 0.002113, 0.106600
10.049153, 0.036967, 0.001451, 0.099925
10.049302, 0.036705, 0.001988, 0.101350
10.048003, 0.035388, 0.001761, 0.102664
10.046658, 0.034495, 0.001020, 0.101837
10.048558, 0.034640, 0.001136, 0.118820
10.049809, 0.037264, 0.001836, 0.101586
10.047236, 0.035131, 0.000957, 0.101586
10.048165, 0.035885, 0.001440, 0.100917
10.049278, 0.036409, 0.001993, 0.104040
10.050099, 0.037541, 0.001733, 0.102232
10.046969, 0.034619, 0.001331, 0.102168
10.048436, 0.036099, 0.001512, 0.101116
10.048135, 0.035912, 0.001295, 0.101057
